@relation 'librossa_features_2-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T 0.045 -N -1'

@attribute pitch_q3 numeric
@attribute pitch_median numeric
@attribute pitch_mean numeric
@attribute pitch_q1 numeric
@attribute spectral_centroid_q1 numeric
@attribute mfcc_3_mean numeric
@attribute pitch_shimmer numeric
@attribute mfcc_3_q1 numeric
@attribute spectral_flatness_q1 numeric
@attribute pitch_jitter numeric
@attribute pitch_range numeric
@attribute mfcc_1_delta_min numeric
@attribute pitch_iqr numeric
@attribute mfcc_3_q3 numeric
@attribute mfcc_2_mean numeric
@attribute spectral_flatness_median numeric
@attribute spectral_rolloff_q1 numeric
@attribute mfcc_2_q3 numeric
@attribute mfcc_3_median numeric
@attribute pitch_max numeric
@attribute spectral_centroid_mean numeric
@attribute mfcc_3_min numeric
@attribute mfcc_5_min numeric
@attribute spectral_centroid_median numeric
@attribute energy_q1 numeric
@attribute mfcc_4_min numeric
@attribute mfcc_2_iqr numeric
@attribute zcr_q1 numeric
@attribute pitch_std_dev numeric
@attribute mfcc_4_mean numeric
@attribute mfcc_2_max numeric
@attribute mfcc_4_q1 numeric
@attribute zcr_std_dev numeric
@attribute mfcc_2_median numeric
@attribute mfcc_1_delta_skewness numeric
@attribute spectral_centroid_min numeric
@attribute spectral_contrast_1_mean numeric
@attribute mfcc_2_q1 numeric
@attribute spectral_bandwidth_median numeric
@attribute mfcc_6_std_dev numeric
@attribute mfcc_3_max numeric
@attribute energy_min numeric
@attribute zcr_q3 numeric
@attribute mfcc_13_std_dev numeric
@attribute mfcc_3_jitter numeric
@attribute mfcc_2_jitter numeric
@attribute mfcc_6_delta_std_dev numeric
@attribute zcr_iqr numeric
@attribute mfcc_1_jitter numeric
@attribute zcr_range numeric
@attribute mfcc_2_delta_jitter numeric
@attribute mfcc_2_std_dev numeric
@attribute mfcc_2_delta2_std_dev numeric
@attribute mfcc_6_delta_shimmer numeric
@attribute mfcc_13_range numeric
@attribute mfcc_6_min numeric
@attribute spectral_bandwidth_q1 numeric
@attribute mfcc_6_delta2_shimmer numeric
@attribute mfcc_1_delta2_shimmer numeric
@attribute mfcc_2_delta2_max numeric
@attribute mfcc_4_q3 numeric
@attribute emotion {negative,positive,neutral}

@data
1.317288,1.623014,1.492305,1.59387,0.281287,-0.675537,-0.734505,-0.24327,1.242133,-0.361025,-0.745568,-0.027564,0.221945,-1.074378,-1.219511,1.792231,-0.288372,-1.292485,-0.284606,0.156336,0.295805,-1.385326,-0.235612,0.885348,-0.685312,-0.516918,-1.254229,0.089174,-0.575929,-1.302466,-1.131596,-0.730576,0.718371,-1.224123,0.459827,-1.384075,-0.758747,-0.857595,0.305584,-0.83902,-0.76065,-0.41747,0.381467,-1.319573,-0.506251,-1.081076,-0.700452,0.417699,-0.8836,0.605127,-0.972652,-1.159121,-0.959465,-0.45243,-0.73156,-0.404277,-0.605881,-0.002684,-0.054332,-0.71378,-1.527466,negative
3.721757,3.837818,3.518788,3.303397,1.544473,-0.868718,2.416369,-0.153217,3.011892,3.358907,0.674697,-0.319116,3.228199,-1.106917,-1.833105,1.221045,1.257002,-1.933533,-0.564663,1.641738,0.907424,-2.10524,-0.413257,0.814478,-0.673661,-0.749869,-1.900298,1.750426,2.09637,-1.062529,-2.354405,-0.348179,0.093458,-1.284841,-0.823873,-1.384075,-1.308038,-1.260402,0.547102,-0.537744,-1.95729,-0.41747,0.542547,2.917497,-1.113597,-1.151416,-0.118747,0.169647,-0.796605,0.377274,-1.13809,-2.389452,-1.427762,0.178217,2.356672,0.402046,0.880293,-0.367926,-1.410061,-1.724435,-1.213073,negative
3.340186,3.78128,3.492744,3.453168,1.448836,-0.917969,1.353166,-0.611956,1.739418,2.531995,0.740335,0.038043,1.83828,-1.106917,-1.540011,2.818117,1.488002,-1.863826,-0.371046,1.633383,0.891573,-0.565593,-0.715354,0.988236,-0.687119,-2.630829,-2.212146,0.905722,1.216076,-1.45143,-1.796647,-0.64088,0.434506,-1.305125,-1.080894,-1.384075,-1.429085,-0.857595,0.541834,-0.416642,-1.791494,-0.41747,0.721454,4.797973,-1.22909,-1.002651,0.17695,0.597297,-0.732574,0.340273,-1.142276,-1.812285,-1.341041,0.493744,4.011021,-0.482848,0.94032,-0.322256,-0.178656,-1.436046,-1.493799,negative
3.208763,3.09357,3.155257,2.792846,0.568176,-0.936541,1.907598,-0.728596,2.018771,4.156,0.44094,-1.780496,2.902957,-1.106917,-1.515907,1.834437,-0.123627,-1.76282,-0.347179,1.640551,0.341128,-0.358199,-0.677263,0.886608,-0.68709,-2.079756,-2.042798,0.652311,1.298831,-1.885764,-1.260987,-1.569208,0.473836,-1.305125,-1.619916,-1.384075,-1.068309,-0.857595,0.257545,-0.876377,-0.470471,-0.41747,0.437495,2.685803,-0.727887,-0.829014,-0.702293,0.33526,-0.496879,0.455173,-1.143502,-1.450662,-1.377254,-0.519069,3.133469,0.243622,0.387323,-0.654153,0.463854,-1.6406,-1.679836,negative
2.935704,2.943908,2.927925,2.895855,1.582863,-1.063511,1.596733,-1.094758,2.143912,3.387185,1.745371,-1.873721,1.917347,-1.042818,-1.542371,0.521595,1.398467,-1.845895,-0.284606,1.564339,1.331883,-1.342045,-0.571452,1.125505,-0.686664,-1.575667,-2.182082,1.561776,1.428515,-1.846652,-1.31276,-1.351815,1.126425,-1.292623,0.091666,-1.384075,-1.466715,-0.857595,0.882626,-0.035271,-1.288403,-0.41747,1.35304,3.033339,-0.160575,-0.885929,0.065553,1.155967,-0.453311,1.158205,-0.988862,-1.679816,-1.142364,0.051905,3.063202,-0.327992,0.880798,-0.624058,0.851785,-1.310047,-1.579225,negative
0.355192,0.446931,0.377031,0.453748,-0.776411,-0.318837,-0.529192,0.22457,0.199443,-0.248589,0.099578,-1.077231,0.00786,-0.784708,-0.614689,1.873122,-1.008233,-0.621302,-0.284606,-0.235757,-0.11723,-0.056532,0.001986,-0.055833,-0.682664,-0.215655,-0.128918,-0.502119,-0.099049,-1.083495,0.625838,-0.69772,0.789797,-0.77298,-0.283179,-1.384075,-0.848644,-0.857595,-0.126429,-0.861041,-0.773043,-0.41747,0.636139,-1.780583,-0.552406,-0.517926,-1.089747,0.866695,-0.152547,0.531124,-0.355231,0.578276,-0.072666,-1.777481,-1.475561,0.966178,-1.450161,-1.827124,1.506969,0.262591,-1.205456,negative
0.822036,0.959906,0.963783,0.789206,-0.013506,-0.385957,-0.279864,-0.01184,0.365049,0.260615,1.08577,-1.040331,0.583865,-0.722577,-0.684633,2.11308,-0.349256,-0.568355,-0.284606,0.869982,0.368063,-0.260643,-0.088816,0.56813,-0.680249,-0.3928,-0.044862,0.207433,1.066417,-1.097777,0.261346,-0.476309,0.90648,-0.895182,-0.849516,-1.384075,-1.187703,-0.853166,0.499973,-0.488644,-0.727716,-0.41747,0.962756,0.116334,-0.49233,-0.462501,-0.504103,1.058807,0.101753,0.784293,-0.188079,0.180405,-0.272283,-0.986893,1.850081,-0.2284,-0.185058,-0.584023,1.614711,0.278323,-1.115148,negative
0.660423,0.846392,0.788534,0.894779,0.520975,-0.67436,-0.461907,-0.408456,-0.109133,-0.530038,-0.495275,-1.001069,-0.096185,-0.994022,-0.946711,0.822132,0.538931,-0.716952,-0.284606,-0.029543,0.983046,-1.821401,-0.120374,1.56227,-0.684982,-0.496026,-0.289287,0.714256,-0.46099,-1.237365,-0.556281,-0.832544,1.523931,-1.256588,-0.160154,-1.384075,-1.332246,-0.857595,1.008688,-1.313707,-0.639444,-0.41747,1.542134,-1.099059,-0.688735,-1.000749,-1.189273,1.59613,-0.393742,1.403585,-1.024492,-0.322069,-1.04581,-0.664264,-1.188912,0.198804,0.412594,-0.812062,2.254471,-0.380515,-1.390815,negative
0.937566,1.093396,1.295458,1.339825,0.858427,-0.549763,-0.572962,-0.017285,0.172482,-0.311204,-0.043988,-1.086759,-0.287345,-0.686553,-1.108386,-0.067679,0.700094,-0.893491,-0.284606,0.580974,0.960716,-1.131966,-0.822075,0.898967,-0.683397,-1.10325,-0.585272,1.502646,0.375896,-0.819361,-1.188636,-0.318394,1.026021,-1.098958,-0.316973,0.893771,-0.436164,-0.857595,1.157725,-0.566034,-0.606573,-0.416667,1.317386,-0.828877,-0.646799,-1.117439,-0.589459,1.130205,-0.253121,0.988776,-1.112412,-1.242906,-1.072938,-0.550424,-1.145505,0.252006,0.624917,-0.808722,1.806338,-0.567929,-1.104435,negative
0.836656,1.058319,0.929338,1.133902,0.267231,-0.389464,0.791918,0.322296,0.189419,0.595206,0.399179,-0.991959,-0.122614,-1.084701,-1.278187,1.631314,-0.197046,-1.358226,-0.284606,0.14174,0.463161,-0.95998,-0.583947,0.931678,-0.686568,-1.399977,-1.364452,-0.198025,0.33537,-1.001216,-1.597694,-0.558302,0.93293,-1.305125,-0.727693,-1.384075,-1.334396,-0.857595,0.262904,-1.216603,-0.6131,-0.41747,0.946839,-1.472528,-0.841099,-0.767592,-1.10167,1.146398,-0.014883,0.363642,-0.813522,-1.283577,-0.358518,-0.972706,-1.263715,0.546011,0.051292,-1.106906,1.431907,-0.239206,-1.051892,negative
0.494253,0.696664,0.586702,0.751491,0.533103,-0.465925,-0.606555,-0.056987,0.095048,-0.708317,-0.744731,-1.028095,-0.249429,-1.058353,-1.288082,1.782511,0.220187,-1.445914,-0.284606,-0.396495,0.723877,-0.830181,-0.4943,1.221462,-0.685024,-0.44121,-1.51147,0.241221,-0.598655,-1.27353,-1.054575,-0.721546,1.033203,-1.299345,-1.03696,-1.384075,-1.157323,-0.857595,0.440505,-0.77588,-0.612105,-0.41747,1.244805,-0.750976,-0.536001,-0.608932,-0.743913,1.376049,-0.662523,0.842717,-0.480755,-1.25213,-0.459095,-1.223883,-0.279137,0.564004,0.465345,-1.275359,0.468539,-0.301602,-1.174506,negative
0.564936,0.826462,0.727634,0.985114,0.196347,-0.743686,-0.69068,-0.243197,-0.150484,-0.550748,-0.775334,-0.002497,-0.558599,-1.1026,-1.086366,1.512476,-0.13079,-0.853086,-0.323339,-0.332047,0.869113,-1.400672,-0.795262,1.252844,-0.682655,-0.669218,-0.517529,0.48337,-0.853187,-1.36458,-1.084162,-1.282301,1.299305,-0.947812,0.671195,-1.384075,-0.755939,-0.857595,0.163108,-0.521134,-0.2913,-0.41747,1.035974,-1.419503,-0.631717,-0.873057,-0.531658,1.07132,-0.369134,1.25363,-0.908412,-0.406505,-0.757207,-0.13639,-1.283716,-0.615575,-0.370089,-0.60312,1.75549,-0.597838,-1.486326,negative
1.322885,1.290491,1.274425,1.295256,0.300258,-0.628942,0.028448,-0.479214,0.208279,0.511202,0.423345,-1.85013,0.884963,-0.578005,-1.10066,0.69978,-0.275837,-0.772279,-0.284606,0.885296,0.422516,-1.33681,-1.556034,0.343248,-0.685836,-1.913967,-0.382048,0.114515,0.313307,-1.781785,-1.325355,-1.912823,1.066349,-1.103223,-1.397283,-1.384075,-1.086425,-0.857595,0.008183,0.215843,0.710036,-0.41747,0.83542,0.022605,-0.346334,-0.63738,0.459175,0.935885,0.197019,1.033568,-0.505475,-0.595983,-0.639775,0.133308,-0.340568,-0.686203,-0.233291,-0.515581,2.125519,-0.160446,-1.37137,negative
-0.981376,-0.853943,-0.895427,-0.917919,-0.048087,0.326184,1.189793,0.850801,-0.480439,-0.080147,1.325705,1.76407,-0.749642,-0.308678,0.182974,-0.580563,-0.159441,0.631167,0.158122,0.997699,0.094699,0.448906,1.187923,0.514306,-0.655046,0.635079,1.601077,0.539683,0.663853,0.241478,0.924281,0.30179,0.239025,-0.628416,1.553913,0.185208,-0.278687,-0.510046,1.038032,-0.047944,0.444336,-0.405914,0.468055,-0.1331,-0.635533,-0.506779,0.573334,0.400033,-0.783591,0.533071,-0.2151,1.370601,0.322797,1.451612,-0.723001,-0.043474,-0.072526,1.574076,-0.388206,0.748455,0.141597,neutral
-1.109657,-1.190654,-1.258986,-1.309718,0.218821,0.25817,0.516063,0.881737,-0.204695,0.012167,-0.025415,0.994717,-0.258347,-0.338379,0.250207,-0.489736,0.191536,0.610883,0.176386,-0.35406,0.243305,0.058876,0.57991,0.656257,-0.661068,1.175375,1.301702,0.477738,-0.465798,0.560663,0.565383,0.494899,0.591518,-0.508511,1.137112,0.257718,-0.392648,-0.26072,0.773142,-0.279471,0.219789,-0.407258,0.599211,-0.046895,-0.385891,-0.255945,0.428575,0.567855,-0.303559,0.544756,0.084131,0.993712,0.523805,1.067178,-0.703689,0.042654,0.066405,0.600845,0.249137,0.922482,-0.072553,neutral
-1.124176,-1.030372,-1.177291,-1.052706,0.078563,0.218243,-0.797338,0.50045,-0.244396,-0.895192,-1.149011,1.062455,-0.856078,-0.03008,0.038662,-0.406236,0.320466,0.435545,0.128859,-1.454144,0.447377,0.092655,-0.223355,0.555432,-0.664668,1.113635,1.27321,0.280641,-1.12813,0.319818,0.772833,0.359091,0.430219,-0.50067,1.561837,0.259409,-0.45364,-0.510154,0.813444,-0.253935,0.041343,-0.405159,0.669246,-0.304528,-0.482623,-0.060512,-0.088137,0.700346,-0.632178,0.377274,-0.474036,1.119082,-0.519737,0.437481,-0.585956,0.253121,0.134414,0.40266,-0.422408,-0.387726,0.243469,neutral
-1.11677,-1.209702,-1.273402,-1.185307,-0.151101,0.435447,-0.84504,0.635155,-0.373075,-1.009723,-1.273804,0.599267,-0.547925,-0.111133,0.228655,-0.411202,0.033954,0.732099,0.36257,-1.525053,0.263381,0.717082,0.180141,0.503505,-0.657347,1.299067,1.625039,0.168013,-1.150848,0.327287,0.731434,0.560656,0.362762,-0.332602,1.580252,0.148656,-0.221608,-0.373566,1.128985,-0.550942,0.375608,-0.400773,0.613218,-0.178522,-0.656578,-0.316726,-0.070295,0.665015,-0.803985,0.12021,0.049137,1.343385,0.561087,0.317667,-0.471798,0.624173,0.0459,0.037204,-0.004651,1.15304,-0.072466,neutral
-1.207892,-1.059092,-1.22818,-1.087655,-0.434331,0.646281,-0.781123,0.95553,-0.476468,-1.036459,-1.253601,1.976317,-1.014014,-0.079049,0.327685,-0.544318,-0.299116,0.642059,0.414721,-1.505247,0.156484,1.025011,0.169813,0.503022,-0.646558,0.793608,1.397769,0.241221,-1.317976,0.319801,0.533955,0.304128,0.276196,-0.116211,1.021526,0.260484,-0.217146,-0.30187,0.686901,-0.389032,0.911252,-0.388721,0.480789,-0.211174,-0.890984,-0.466557,0.180874,0.492777,-0.532576,0.328588,-0.08015,1.063322,0.127811,0.217847,-0.567041,-0.358682,0.192775,-0.633441,-0.973871,0.763813,0.030286,neutral
-1.272763,-1.141429,-1.288436,-1.107261,-0.126408,0.923727,-0.869576,1.136015,-0.203257,-1.152096,-1.348867,1.550308,-1.152608,0.390234,0.206818,-0.460275,0.155722,0.331969,0.580934,-1.60415,0.281062,1.475169,0.525329,0.737451,-0.620085,1.421041,0.706508,0.911353,-1.44188,0.600959,0.293177,0.793752,0.401067,-0.191978,1.38824,0.556099,-0.312095,-0.140864,0.792589,-0.590645,0.754373,-0.389085,0.758381,-0.195408,-0.949189,-0.442015,-0.221192,0.638517,-0.44653,0.406486,0.017862,0.361765,0.308484,-0.148363,-0.311169,0.729114,0.429173,-0.463386,-1.281482,0.643146,0.249872,neutral
-1.116494,-0.971741,-1.137041,-0.881319,-0.242296,0.840407,-0.82149,1.157352,-0.441322,-1.171608,-1.272227,1.132808,-1.206196,0.346992,0.250888,-0.474358,-0.395814,0.648815,0.516366,-1.547217,0.323243,1.428119,0.031241,0.627812,-0.639629,1.078343,1.269696,0.241221,-1.237211,0.223987,0.710658,0.479625,0.539929,-0.095597,1.189216,0.544929,-0.230782,-0.170894,0.814956,-1.284196,0.066744,-0.397161,0.700443,-0.468698,-1.238897,-0.351967,-0.802706,0.746717,-0.420504,0.498017,0.30963,1.039302,0.682932,-0.625786,-0.556167,1.241444,0.110899,-1.249492,-0.885505,1.427377,-0.036321,neutral
-1.101535,-1.024529,-1.18323,-0.998067,-0.280788,0.795124,-0.846259,1.074312,-0.490735,-1.167652,-1.255387,1.152263,-0.911327,0.299837,0.072436,-0.531611,-0.481767,0.646783,0.374948,-1.537167,0.486566,1.453266,0.20499,0.547349,-0.652724,0.765872,1.54506,0.021598,-1.151522,-0.341784,0.290611,0.050285,0.618068,-0.286861,2.087559,0.305788,0.043258,-0.432816,0.738022,-1.263799,0.538408,-0.406057,0.783848,-0.341728,-0.830355,-0.437265,-0.912583,0.900554,-0.790765,0.632391,-0.060623,1.080256,0.145445,-0.94927,-0.624457,0.929986,0.107651,-1.096417,-0.225337,1.214479,-0.676908,neutral
-1.166082,-1.069803,-1.035805,-1.192354,0.054876,0.579093,0.74985,0.613199,-0.257329,-0.462754,1.241591,-0.655668,-0.670309,0.266258,0.116343,-0.480998,-0.016185,0.459091,0.44677,0.921737,0.419468,0.450986,0.325448,0.597163,-0.61805,0.260314,1.00485,0.505895,0.936909,0.334272,0.640615,0.189573,0.331226,-0.035658,0.771523,0.311529,-0.24829,-0.220922,0.388665,-0.298502,0.512846,-0.378015,0.725274,-0.274071,-1.156006,-0.680514,-0.242863,0.706234,-0.334194,0.213688,-0.318413,0.699925,-0.35221,-0.771131,-0.374618,0.772307,0.372822,-1.287687,0.394823,0.240867,-0.055032,neutral
-1.00104,-1.025466,-0.994681,-1.108602,0.005721,1.039397,2.782045,1.255203,-0.06159,1.469992,1.541947,1.498341,-0.391142,0.556254,-0.004136,-0.442605,0.470885,0.076079,0.589716,1.264486,0.385615,1.925087,0.887795,0.540086,-0.604454,1.091578,0.378233,0.708624,0.786001,0.437923,-0.114075,0.625252,0.41084,-0.22904,1.164268,0.612039,-0.365905,-0.235527,1.022126,-0.746911,0.100122,-0.389327,0.577564,-0.662134,-1.400534,-0.531992,-0.530473,0.482472,-0.599183,0.441541,-0.091084,0.193158,-0.151591,-0.60724,-0.844481,0.25811,0.943965,-0.913224,-0.575305,0.259379,-0.054322,neutral
-1.048353,-0.883754,-1.017594,-0.720914,-0.009222,1.113818,-0.806675,1.053755,-0.177349,-1.120467,-1.271288,1.537081,-1.363725,0.652205,0.068736,-0.518473,0.460141,0.412633,0.63063,-1.510465,0.292719,2.044344,-0.264454,0.050504,-0.618802,1.123116,0.868947,0.103253,-1.443715,0.374519,0.116032,0.569509,0.838487,0.168572,1.748416,-1.384075,-0.44313,-0.166419,0.425323,-1.050203,0.458627,-0.41747,0.847516,-0.109757,-1.304143,-0.80634,-1.407075,0.952814,-0.608396,0.68692,-0.178699,0.523485,-0.094393,-1.850014,-0.519127,0.883044,0.681894,-1.713957,-0.797659,0.159111,0.131694,neutral
-1.294637,-1.173438,-1.324072,-1.127083,-0.158509,1.227212,-0.857933,1.371807,-0.190631,-1.090574,-1.413026,1.263476,-1.1707,0.97261,0.081609,-0.472321,0.316885,0.269891,0.624625,-1.67507,0.417189,2.171982,0.16173,0.397916,-0.643104,0.768246,0.701228,0.258115,-1.45542,0.636017,-0.107177,0.727169,0.546884,0.362592,1.673502,0.551348,-0.338166,-0.233694,0.716747,-0.984972,0.704434,-0.394072,0.811862,-0.517986,-1.366639,-0.537903,-0.841427,0.871112,-0.206863,0.474647,0.129502,0.471025,0.321929,-0.907917,-0.758885,0.630553,0.96989,-1.265781,-0.168812,0.951895,0.443461,neutral
-0.661286,-0.787526,-0.754409,-0.817608,0.268934,0.239652,1.400792,0.604822,-0.334009,0.270756,1.208104,0.978673,-0.07353,-0.374769,0.014322,-0.500447,0.33121,0.334843,0.190345,0.877164,0.271427,-0.451071,0.033734,0.492092,-0.671133,0.56113,1.026616,0.494632,0.284638,0.091834,0.217559,0.257989,0.23482,-0.379857,1.369651,0.532447,-0.133951,-0.437098,0.99772,0.508225,1.291611,-0.415466,0.394837,-0.059187,-0.720168,-0.833597,0.953,0.327163,-0.538867,0.270164,-0.306697,0.574811,-0.048103,1.468307,0.005806,-0.521232,0.090945,0.603263,0.020668,0.692677,-0.027659,positive
-0.891495,-1.02455,-1.073994,-1.091451,0.168385,-0.022073,-0.842907,0.225998,-0.211003,-0.933324,-0.907669,1.06252,-0.122512,-0.554773,-0.095748,-0.43754,0.22735,0.37821,0.076805,-1.202325,0.363619,0.115901,0.124872,0.71491,-0.676819,1.48282,1.257269,0.342586,-0.645314,0.099169,0.969585,0.241242,0.656485,-0.79673,1.23501,0.28748,-0.184228,-0.585496,1.290839,0.1632,-1.207616,-0.415054,0.662879,-0.68883,-0.583728,-0.642024,0.445998,0.676792,-0.522975,0.4727,-0.793369,1.160723,-1.026818,0.8444,-0.590756,-1.198763,0.318515,0.776695,0.80578,-1.356655,-0.176463,positive
-1.071994,-0.99995,-1.089935,-0.870671,0.235137,0.482743,-0.876182,1.006992,0.22658,-0.973508,-1.219251,0.957047,-1.105053,-0.105505,-0.266666,-0.380275,0.051861,0.148087,0.149424,-1.468802,0.60348,0.641387,-0.001902,0.811143,-0.665622,1.11156,0.912891,0.393268,-1.327626,0.028575,0.38533,0.136916,0.296223,-0.906358,1.603451,0.561942,-0.237848,-0.624439,1.652863,-0.56719,0.215955,-0.402453,0.670519,-0.452456,-0.868035,-0.523859,-0.050232,0.672375,-1.031641,0.122158,-0.437185,0.931575,-0.513435,0.485547,-0.653172,0.089951,0.689969,-0.124553,0.020618,-0.037971,0.128761,positive
-0.561506,-0.533643,-0.532475,-0.660582,-0.033509,0.035409,1.683957,-0.113991,-0.524289,0.544248,1.982179,0.859466,-0.135408,-0.183034,0.126291,-0.618923,0.110954,0.487151,0.047043,1.642227,0.128961,-0.365899,-0.701381,-0.086003,-0.666673,0.489901,1.417395,0.328507,1.250644,-0.265306,0.692507,-0.120946,0.471658,-0.083478,1.439996,-0.230274,0.249769,-0.564331,0.533472,0.250593,0.548914,-0.408611,0.184733,-0.17979,-0.355453,-0.267546,0.21334,0.127691,-0.877204,0.556441,0.370242,1.196846,0.380177,0.150362,-0.319327,-0.388366,-0.292652,-0.506277,0.486792,0.383461,-0.561524,positive
0.333554,0.327557,0.245713,0.305646,0.149706,0.22018,-0.104085,0.644079,-0.319779,0.04919,-0.472809,-0.413518,0.268537,-0.39619,-0.342658,-0.474058,0.189745,-0.129775,0.003596,-0.411841,0.423372,0.199362,-1.253476,0.29726,-0.663535,-0.954128,0.481569,0.069465,-0.268502,-0.848583,0.176388,-0.502995,0.183665,-0.360634,0.121201,0.640635,-0.188739,-0.656894,0.708057,0.562444,-0.137194,-0.40879,0.264954,-0.428017,-0.876003,-0.451309,0.897657,0.288152,-0.188554,0.168897,0.060941,0.447858,0.114362,0.755982,-0.06331,-0.433251,0.272823,0.33511,0.525537,1.025701,-0.963772,positive
0.621054,0.475362,0.483075,0.446555,0.325902,-0.68664,0.344683,-0.625271,-0.311561,0.266757,1.386244,-0.545949,0.765653,-0.813495,-0.294659,-0.470182,0.184373,-0.174828,-0.150481,1.046285,0.287746,-0.890197,-1.223536,0.473274,-0.678822,-0.847171,0.44795,0.719887,0.308187,-0.854416,1.234776,-1.258911,-0.242453,-0.483164,0.092096,0.793633,-0.058635,-0.696278,0.70782,0.998956,-0.918029,-0.410852,0.070767,-0.07239,-0.27864,-0.624196,1.31388,-0.106376,0.022181,-0.308231,-0.177886,0.590899,-0.190046,1.279496,-0.170282,-1.072725,0.164099,0.640533,0.695714,0.61526,-0.517564,positive
0.050882,0.073373,-0.024347,0.141737,0.181603,-0.188933,-0.418236,-0.594451,-0.430333,-0.469044,-0.322777,-0.76142,-0.165237,-0.2156,-0.220429,-0.557213,0.191536,-0.066228,-0.097061,-0.617382,0.211674,-0.151648,-0.49696,0.05981,-0.675643,0.324741,0.525746,0.325692,-0.35562,-0.565361,0.736091,-0.284749,0.429531,-0.423798,-0.674537,-0.001333,-0.105478,-0.598298,0.524917,0.315467,0.136491,-0.412852,0.294878,-0.626102,0.030424,-0.003479,0.520137,0.255766,-0.262103,0.733659,0.090359,0.614759,0.1428,0.646162,-0.450856,-0.883149,0.047496,0.283841,-0.035206,-0.502161,-0.679777,positive
0.219346,0.379867,0.365208,0.485647,0.172418,0.010409,1.470323,-0.021305,-0.504732,0.782556,1.190983,-0.418457,-0.440532,-0.503656,-0.614549,-0.478393,0.073349,-0.522871,-0.120588,0.955246,0.460438,0.11945,-0.287261,0.301718,-0.682387,-0.093722,-0.066291,0.291903,0.39626,-0.817117,0.857298,-0.246314,0.359847,-1.031737,1.139041,0.241456,-0.364972,-0.761381,0.552066,0.553074,0.257935,-0.41493,0.485882,-0.555931,-0.322333,-0.43163,1.151782,0.485416,-0.609893,0.4727,-0.35383,0.567142,-0.481401,1.818687,-0.096937,-1.235894,0.390713,0.877704,1.254804,0.057135,-0.841468,positive
-1.458092,-1.363032,-1.426177,-1.306333,-0.184861,0.854871,0.051014,1.197501,-0.506382,0.129448,-0.465353,1.507425,-1.238403,0.219227,0.461034,-0.519673,-0.241814,0.865152,0.586114,-0.77166,0.015453,1.829523,1.220315,0.352613,-0.613599,1.265923,1.393475,0.089174,-0.72516,0.672317,0.926482,1.056984,0.297043,-0.037503,0.801199,0.173093,-0.229808,0.053599,1.4467,-1.334016,-0.282217,-0.379168,0.403114,-0.402404,-1.347523,-0.50165,-0.979548,0.442725,-0.482524,0.149422,-0.70535,0.641531,-0.238381,-0.579232,-0.680332,1.314469,0.072295,-0.447487,-0.9451,0.18247,0.160092,negative
-1.241795,-1.160556,-1.311506,-1.116281,0.130472,0.461284,-0.631324,0.666853,0.210709,-0.515527,-1.336355,0.951856,-1.0466,-0.071929,0.387236,-0.164867,0.440443,0.362057,0.149724,-1.631622,0.272349,1.215431,0.711357,0.4702,-0.639802,1.606277,0.418226,0.33977,-1.339914,0.704484,0.473313,0.620526,0.658082,0.240951,0.971505,0.513259,-0.554652,0.177392,0.852135,-0.779633,-0.157947,-0.394402,0.990769,-0.335935,-1.061902,-0.367424,0.069623,1.056599,0.027364,0.550598,-0.154518,-0.014438,0.121817,0.381757,-0.412012,0.641761,0.611877,0.043529,-0.684727,0.242084,0.286916,negative
-1.198094,-1.204351,-1.168522,-1.122755,-0.02211,0.766259,-0.373877,1.084312,-0.075755,-0.581622,-0.92122,0.775111,-0.910565,0.116272,0.188816,-0.510679,0.234512,0.469676,0.463207,-1.220371,0.388038,1.627444,0.904348,0.35978,-0.583669,0.689088,0.855054,0.156751,-0.802456,0.368025,0.443897,0.630473,0.702655,-0.243535,1.410792,0.313315,-0.275328,-0.063506,1.50033,-0.757958,0.136173,-0.386903,0.768568,-0.12604,-1.406643,-0.811045,-0.596804,0.847558,-0.517429,0.408434,-0.487449,0.434196,-0.743362,-0.390196,-0.443764,0.591184,0.411582,-0.051888,-1.009433,0.043769,-0.187672,negative
-1.069373,-0.954956,-1.06416,-0.945639,-0.20023,0.886227,0.29315,1.186344,-0.125195,0.373987,-0.331203,0.862393,-0.935205,0.303888,0.511636,-0.571194,-0.247186,0.773288,0.626586,-0.655992,0.037526,1.536745,0.554532,0.267323,-0.602687,1.147931,1.241546,0.173645,-0.585949,0.620403,0.632525,0.997165,0.045128,0.16688,1.677855,0.296839,-0.52463,0.051634,0.939353,-0.15076,-0.210081,-0.359113,0.312705,-0.073368,-1.067968,-0.476543,0.43712,0.316122,-0.544086,0.063734,0.00651,0.843248,0.553065,0.439143,-0.436274,0.527559,0.330914,-0.185537,-0.47902,1.329575,0.171218,negative
